code,description
611241,"Swimwear: women's or girls', of synthetic fibres, knitted or crocheted"
611249,"Swimwear: women's or girls', of textile materials (other than synthetic fibres), knitted or crocheted"
611300,"Garments: made up of knitted or crocheted rubberised textile fabrics, or fabrics otherwise impregnated, coated, covered or laminated"
611410,"Garments: of wool or fine animal hair, knitted or crocheted, n.e.s. in chapter 61"
611420,"Garments: of cotton, knitted or crocheted, n.e.s. in chapter 61"
611430,"Garments: of man-made fibres, knitted or crocheted, n.e.s. in chapter 61"
611490,"Garments: of textile materials (other than wool or fine animal hair, cotton or man-made fibres), knitted or crocheted, n.e.s. in chapter 61"
611511,"Hosiery: panty hose and tights, of synthetic fibres, measuring per single yarn less than 67 decitex, knitted or crocheted"
611512,"Hosiery: panty hose and tights, of synthetic fibres, measuring per single yarn 67 decitex or more, knitted or crocheted"
611519,"Hosiery: panty hose and tights, of textile materials (other than synthetic fibres), knitted or crocheted"
611520,"Hosiery: women's, full-length or knee-length, measuring per single yarn less than 67 decitex, knitted or crocheted"
611591,"Hosiery and footwear: without applied soles, of wool or fine animal hair, knitted or crocheted (excluding tights, women's full or knee-length hosiery measuring per single yarn less than 67 decitex)"
611592,"Hosiery and footwear: without applied soles, of cotton, knitted or crocheted (excluding panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
611593,"Hosiery and footwear: without applied soles, of synthetic fibres, knitted or crocheted (excluding panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
611599,"Hosiery and footwear: without applied soles, of textile materials n.e.s. in item no. 6115.9, knitted or crocheted (excluding tights, full or knee-length hosiery of less than 67 decitex per single yarn)"
611610,"Gloves: knitted or crocheted, impregnated, coated or covered with plastics or rubber"
611691,"Gloves, mittens and mitts: of wool or fine animal hair, knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)"
611692,"Gloves, mittens and mitts: of cotton, knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)"
611693,"Gloves, mittens and mitts: of synthetic fibres, knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)"
611699,"Gloves, mittens and mitts: of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)"
611710,"Shawls, scarves, mufflers, mantillas, veils and the like: knitted or crocheted"
611720,"Ties, bow ties and cravats: knitted or crocheted"
611780,"Clothing accessories: knitted or crocheted, n.e.s. in heading no. 6117"
611790,"Clothing: parts, knitted or crocheted"
620111,"Coats: men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of wool or fine animal hair, other than those of heading no. 6203 (not knitted or crocheted)"
620112,"Coats: men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of cotton, other than those of heading no. 6203 (not knitted or crocheted)"
620113,"Coats: men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of man-made fibres, other than those of heading no. 6203 (not knitted or crocheted)"
620119,"Coats: men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of textile materials (other than wool or fine animal hair, cotton or man-made fibres), other than those of heading no. 6203 (not knitted or crocheted)"
620191,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles: men's or boys', of wool or fine animal hair, other than those of heading no. 6203 (not knitted or crocheted)"
620192,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles: men's or boys', of cotton, other than those of heading no. 6203 (not knitted or crocheted)"
620193,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles: men's or boys', of man-made fibres, other than those of heading no. 6203 (not knitted or crocheted)"
620199,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles: men's or boys', of textile materials (other than wool or fine animal hair, cotton or man-made fibres), other than those of heading no. 6203 (not knitted or crocheted)"
620211,"Coats: women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of wool or fine animal hair, other than those of heading no. 6204 (not knitted or crocheted)"
620212,"Coats: women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of cotton, other than those of heading no. 6204 (not knitted or crocheted)"
620213,"Coats: women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of man-made fibres, other than those of heading no. 6204 (not knitted or crocheted)"
620219,"Coats: women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of textile materials (other than wool or fine animal hair, cotton or man-made fibres), other than those of heading no. 6204 (not knitted or crocheted)"
620291,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles: women's or girls', of wool or fine animal hair, other than those of heading no. 6204 (not knitted or crocheted)"
620292,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles: women's or girls', of cotton, other than those of heading no. 6204 (not knitted or crocheted)"
620293,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles: women's or girls', of man-made fibres, other than those of heading no. 6204 (not knitted or crocheted)"
620299,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles: women's or girls', of textile materials n.e.s. in item no. 6202.9, other than those of heading no. 6204, (not knitted or crocheted)"
620311,"Suits: men's or boys', of wool or fine animal hair (not knitted or crocheted)"
620312,"Suits: men's or boys', of synthetic fibres (not knitted or crocheted)"
620319,"Suits: men's or boys', of textile materials n.e.s. in item no. 6203.1 (not knitted or crocheted)"
620321,"Ensembles: men's or boys', of wool or fine animal hair (not knitted or crocheted)"
620322,"Ensembles: men's or boys', of cotton (not knitted or crocheted)"
620323,"Ensembles: men's or boys', of synthetic fibres (not knitted or crocheted)"
620329,"Ensembles: men's or boys', of textile materials n.e.s. in item no. 6203.2 (not knitted or crocheted)"
620331,"Jackets and blazers: men's or boys', of wool or fine animal hair (not knitted or crocheted)"
620332,"Jackets and blazers: men's or boys', of cotton (not knitted or crocheted)"
620333,"Jackets and blazers: men's or boys', of synthetic fibres (not knitted or crocheted)"
620339,"Jackets and blazers: men's or boys', of textile materials n.e.s. in item no. 6203.3 (not knitted or crocheted)"
620341,"Trousers, bib and brace overalls, breeches and shorts: men's or boys', of wool or fine animal hair (not knitted or crocheted)"
620342,"Trousers, bib and brace overalls, breeches and shorts: men's or boys', of cotton (not knitted or crocheted)"
620343,"Trousers, bib and brace overalls, breeches and shorts: men's or boys', of synthetic fibres (not knitted or crocheted)"
620349,"Trousers, bib and brace overalls, breeches and shorts: men's or boys', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)"
620411,"Suits: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620412,"Suits: women's or girls', of cotton (not knitted or crocheted)"
620413,"Suits: women's or girls', of synthetic fibres (not knitted or crocheted)"
620419,"Suits: women's or girls', of textile materials n.e.s. in item no. 6204.1 (not knitted or crocheted)"
620421,"Ensembles: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620422,"Ensembles: women's or girls', of cotton (not knitted or crocheted)"
620423,"Ensembles: women's or girls', of synthetic fibres (not knitted or crocheted)"
620429,"Ensembles: women's or girls', of textile materials n.e.s. in item no. 6204.2 (not knitted or crocheted)"
620431,"Jackets and blazers: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620432,"Jackets and blazers: women's or girls', of cotton (not knitted or crocheted)"
620433,"Jackets and blazers: women's or girls', of synthetic fibres (not knitted or crocheted)"
620439,"Jackets and blazers: women's or girls', of textile materials n.e.s. in item no. 6204.3 (not knitted or crocheted)"
620441,"Dresses: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620442,"Dresses: women's or girls', of cotton (not knitted or crocheted)"
620443,"Dresses: women's or girls', of synthetic fibres (not knitted or crocheted)"
620444,"Dresses: women's or girls', of artificial fibres (not knitted or crocheted)"
620449,"Dresses: women's or girls', of textile materials n.e.s. in item no. 6204.4 (not knitted or crocheted)"
620451,"Skirts and divided skirts: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620452,"Skirts and divided skirts: women's or girls', of cotton (not knitted or crocheted)"
620453,"Skirts and divided skirts: women's or girls', of synthetic fibres (not knitted or crocheted)"
620459,"Skirts and divided skirts: women's or girls', of textile materials n.e.s. in item no. 6204.5 (not knitted or crocheted)"
620461,"Trousers, bib and brace overalls, breeches and shorts: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620462,"Trousers, bib and brace overalls, breeches and shorts: women's or girls', of cotton (not knitted or crocheted)"
620463,"Trousers, bib and brace overalls, breeches and shorts: women's or girls', of synthetic fibres (not knitted or crocheted)"
620469,"Trousers, bib and brace overalls, breeches and shorts: women's or girls', of textile materials (other than wool, fine animal hair, cotton or synthetic fibres), (not knitted or crocheted)"
620510,"Shirts: men's or boys', of wool or fine animal hair (not knitted or crocheted)"
620520,"Shirts: men's or boys', of cotton (not knitted or crocheted)"
620530,"Shirts: men's or boys', of man-made fibres (not knitted or crocheted)"
620590,"Shirts: men's or boys', of textile materials n.e.s. in heading no. 6205 (not knitted or crocheted)"
620610,"Blouses, shirts and shirt-blouses: women's or girls', of silk or silk waste (not knitted or crocheted)"
620620,"Blouses, shirts and shirt-blouses: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
620630,"Blouses, shirts and shirt-blouses: women's or girls', of cotton (not knitted or crocheted)"
620640,"Blouses, shirts and shirt-blouses: women's or girls', of man-made fibres (not knitted or crocheted)"
620690,"Blouses, shirts and shirt-blouses: women's or girls', of textile materials n.e.s. in heading no. 6206 (not knitted or crocheted)"
620711,"Underpants and briefs: men's or boys', of cotton (not knitted or crocheted)"
620719,"Underpants and briefs: men's or boys', of textile materials other than cotton (not knitted or crocheted)"
620721,"Nightshirts and pyjamas: men's or boys', of cotton (not knitted or crocheted)"
620722,"Nightshirts and pyjamas: men's or boys', of man-made fibres (not knitted or crocheted)"
620729,"Nightshirts and pyjamas: men's or boys', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
620791,"Singlets and other vests, bathrobes, dressing gowns and similar articles: men's or boys', of cotton (not knitted or crocheted)"
620792,"Singlets and other vests, bathrobes, dressing gowns and similar articles: men's or boys', of man-made fibres (not knitted or crocheted)"
620799,"Singlets and other vests, bathrobes, dressing gowns and similar articles: men's or boys', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
620811,"Slips and petticoats: women's or girls', of man-made fibres (not knitted or crocheted)"
620819,"Slips and petticoats: women's or girls', of textile materials other than man-made fibres (not knitted or crocheted)"
620821,"Nightdresses and pyjamas: women's or girls', of cotton (not knitted or crocheted)"
620822,"Nightdresses and pyjamas: women's or girls', of man-made fibres (not knitted or crocheted)"
620829,"Nightdresses and pyjamas: women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
620891,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles: women's or girls', of cotton (not knitted or crocheted)"
620892,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles: women's or girls', of man-made fibres (not knitted or crocheted)"
620899,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles: women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)"
620910,"Garments and clothing accessories: babies', of wool or fine animal hair (not knitted or crocheted)"
620920,"Garments and clothing accessories: babies', of cotton (not knitted or crocheted)"
620930,"Garments and clothing accessories: babies', of synthetic fibres (not knitted or crocheted)"
620990,"Garments and clothing accessories: babies', of textile materials other than wool or fine animal hair, cotton or synthetic fibres (not knitted or crocheted)"
621010,Garments: of felt or non-wovens (not knitted or crocheted)
621020,"Garments: overcoats, raincoats, car-coats, capes, cloaks and similar articles, men's or boys', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
621030,"Garments: overcoats, raincoats, car-coats, capes, cloaks and similar articles, women's or girls', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
621040,"Garments: men's or boys', n.e.s. in item no. 6210.2, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
621050,"Garments: women's or girls', n.e.s. in item no. 6210.3, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)"
621111,"Swimwear: men's or boys', (not knitted or crocheted)"
621112,"Swimwear: women's or girls', (not knitted or crocheted)"
621120,Ski suits: (not knitted or crocheted)
621131,"Track suits and other garments n.e.s.: men's or boys', of wool or fine animal hair (not knitted or crocheted)"
621132,"Track suits and other garments n.e.s.: men's or boys', of cotton (not knitted or crocheted)"
621133,"Track suits and other garments n.e.s.: men's or boys', of man-made fibres (not knitted or crocheted)"
621139,"Track suits and other garments n.e.s.: men's or boys', of textile materials n.e.s. in item no. 6211.3 (not knitted or crocheted)"
621141,"Track suits and other garments n.e.s.: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
621142,"Track suits and other garments n.e.s.: women's or girls', of cotton (not knitted or crocheted)"
621143,"Track suits and other garments n.e.s.: women's or girls', of man-made fibres (not knitted or crocheted)"
621149,"Track suits and other garments n.e.s.: women's or girls', of textile materials n.e.s. in item no. 6211.4 (not knitted or crocheted)"
621210,Brassieres: whether or not knitted or crocheted
621220,Girdles and panty-girdles: whether or not knitted or crocheted
621230,Corselettes: whether or not knitted or crocheted
621290,"Braces, suspenders, garters and similar articles: whether or not knitted or crocheted, n.e.s. in heading no. 6212"
621310,Handkerchiefs: of silk or silk waste (not knitted or crocheted)
621320,Handkerchiefs: of cotton (not knitted or crocheted)
621390,Handkerchiefs: of textile materials other than silk or cotton (not knitted or crocheted)
621410,"Shawls, scarves, mufflers, mantillas, veils and the like: of silk or silk waste (not knitted or crocheted)"
621420,"Shawls, scarves, mufflers, mantillas, veils and the like: of wool or fine animal hair (not knitted or crocheted)"
621430,"Shawls, scarves, mufflers, mantillas, veils and the like: of synthetic fibres (not knitted or crocheted)"
621440,"Shawls, scarves, mufflers, mantillas, veils and the like: of artificial fibres (not knitted or crocheted)"
621490,"Shawls, scarves, mufflers, mantillas, veils and the like: of textile materials n.e.s. in heading no. 6214 (not knitted or crocheted)"
621510,"Ties, bow ties and cravats: of silk or silk waste (not knitted or crocheted)"
621520,"Ties, bow ties and cravats: of man-made fibres (not knitted or crocheted)"
621590,"Ties, bow ties and cravats: of textile materials other than silk or man-made fibres (not knitted or crocheted)"
621600,"Gloves, mittens and mitts (not knitted or crocheted)"
621710,Clothing accessories: other than those of heading no. 6212 (not knitted or crocheted)
621790,"Clothing: parts of garments or of clothing accessories, other than those of heading no. 6212 (not knitted or crocheted)"
630110,Blankets: electric
630120,Blankets (other than electric blankets) and travelling rugs: of wool or fine animal hair
630130,Blankets (other than electric blankets) and travelling rugs: of cotton
630140,Blankets (other than electric blankets) and travelling rugs: of synthetic fibres
630190,Blankets and travelling rugs: n.e.s. in heading no. 6301
630210,Bed linen: knitted or crocheted
630221,"Bed linen: of cotton, printed, not knitted or crocheted"
630222,"Bed linen: of man-made fibres, printed, not knitted or crocheted"
630229,"Bed linen: of textile materials (other than cotton or man-made fibres), printed, not knitted or crocheted"
630231,"Bed linen: of cotton (not printed, knitted or crocheted)"
630232,"Bed linen: of man-made fibres (not printed, knitted or crocheted)"
630239,"Bed linen: of textile materials other than cotton or man-made fibres (not printed, knitted or crocheted)"
630240,Table linen: knitted or crocheted
630251,"Table linen: of cotton, not knitted or crocheted"
630252,"Table linen: of flax, not knitted or crocheted"
630253,"Table linen: of man-made fibres, not knitted or crocheted"
630259,"Table linen: of textile materials (other than cotton, flax or man-made fibres), not knitted or crocheted"
630260,"Kitchen and toilet linen: of terry towelling or similar terry fabrics, of cotton"
630291,"Toilet and kitchen linen: of cotton, excluding terry towelling or similar terry fabrics"
630292,Toilet and kitchen linen: of flax
630293,Toilet and kitchen linen: of man-made fibres
630299,"Toilet and kitchen linen: of textile materials (other than cotton, flax or man-made fibres)"
630311,"Curtains (including drapes) and interior blinds: curtain or bed valances, knitted or crocheted, of cotton"
630312,"Curtains (including drapes) and interior blinds: curtain or bed valances, knitted or crocheted, of synthetic fibres"
630319,"Curtains (including drapes) and interior blinds: curtain or bed valances, knitted or crocheted, of textile materials other than cotton or synthetic fibres"
630391,"Curtains (including drapes) and interior blinds, curtain or bed valances: of cotton, not knitted or crocheted"
630392,"Curtains (including drapes) and interior blinds, curtain or bed valances: of synthetic fibres, not knitted or crocheted"
630399,"Curtains (including drapes) and interior blinds, curtain or bed valances: of textile materials other than cotton or synthetic fibres, not knitted or crocheted"
630411,Bedspreads: knitted or crocheted
630419,Bedspreads: not knitted or crocheted
630491,"Furnishing articles: excluding those of heading no. 9404, knitted or crocheted (excluding bedspreads)"
630492,"Furnishing articles: of cotton, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
630493,"Furnishing articles: of synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
630499,"Furnishing articles: of textile materials other than cotton or synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
630510,"Sacks and bags: of a kind used for the packing of goods, of jute or of other textile bast fibres of heading no. 5303"
630520,"Sacks and bags: of a kind used for the packing of goods, of cotton"
630531,"Sacks and bags: of a kind used for the packing of goods, of polyethylene or polypropylene strip or the like"
630539,"Sacks and bags: of a kind used for the packing of goods, of man-made textile materials, not of polyethylene or polypropylene strip or the like"
630590,"Sacks and bags: of a kind used for the packing of goods, of textile materials (other than jute, cotton or man-made textile materials)"
630611,"Tarpaulins, awnings and sunblinds: of cotton"
630612,"Tarpaulins, awnings and sunblinds: of synthetic fibres"
630619,"Tarpaulins, awnings and sunblinds: of textile materials other than cotton or synthetic fibres"
630621,Tents: of cotton
630622,Tents: of synthetic fibres
630629,Tents: of textile materials other than cotton or synthetic fibres
630631,Sails: of synthetic fibres
630639,Sails: of textile materials other than synthetic fibres
630641,Pneumatic mattresses: of cotton
630649,Pneumatic mattresses: of textile materials other than cotton
630691,"Sailboards, landcraft or camping goods: of cotton"
630699,"Sailboards, landcraft or camping goods: of textile materials other than cotton"
630710,"Cloths: floor cloths, dish-cloths, dusters and similar cleaning cloths"
630720,Life-jackets and life-belts
630790,"Textiles: made up articles (including dress patterns), n.e.s. in chapter 63, n.e.s. in heading no. 6307"
630800,"Fabrics, woven and yarn: in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale"
630900,"Clothing: worn, and other worn articles"
631010,"Rags: used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials: sorted"
631090,"Rags: used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials: other than sorted"
640110,"Footwear: waterproof with metal toe-cap, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)"
640191,"Footwear: waterproof, covering the knee, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)"
640192,"Footwear: waterproof, covering the ankle (but not the knee), rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)"
640199,"Footwear: waterproof, n.e.s. in heading no. 6401, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)"
640211,"Sports footwear: ski boots and cross-country ski footwear, with outer soles and uppers of rubber or plastics"
640219,"Sports footwear: (other than ski-boots and cross-country ski footwear), with outer soles and uppers of rubber or plastics"
640220,"Footwear: with outer soles and uppers of rubber or plastics, upper straps or thongs assembled to the sole by plugs"
640230,"Footwear: with metal toe-caps, outer soles and uppers of rubber or plastics"
640291,"Footwear: n.e.s. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics"
640299,"Footwear: n.e.s. in heading no. 6402, (other than just covering the ankle), with outer soles and uppers of rubber or plastics"
640311,"Sports footwear: ski-boots and cross-country ski footwear, outer soles of rubber, plastics, leather or composition leather, uppers of leather"
640319,"Sports footwear: (other than ski-boots or cross-country ski footwear), with outer soles of rubber, plastics, leather or composition leather and uppers of leather"
640320,"Footwear: with outer soles of leather, uppers consisting of leather straps across instep and around the big toe"
640330,"Footwear: made on wooden base or platform, without inner sole or metal toe cap, outer sole of rubber, plastic, leather or composition leather, uppers of leather"
640340,"Footwear: with metal toe-cap, outer soles of rubber, plastics, leather or composition leather, uppers of leather"
640351,"Footwear: n.e.s. in heading no. 6403, with outer soles and uppers of leather, covering the ankle"
640359,"Footwear: n.e.s. in heading no. 6403, (not covering the ankle), outer soles and uppers of leather"
640391,"Footwear: n.e.s. in heading no. 6403, covering the ankle, outer soles of rubber, plastics or composition leather, uppers of leather"
640399,"Footwear: n.e.s. in heading no. 6403, (not covering the ankle), outer soles of rubber, plastics or composition leather, uppers of leather"
640411,"Sports footwear: tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials"
640419,"Footwear: (other than sportswear), with outer soles of rubber or plastics and uppers of textile materials"
640420,"Footwear: outer soles of leather or composition leather, uppers of textile materials"
640510,"Footwear: with uppers of leather or composition leather, n.e.s. in chapter 64"
640520,"Footwear: with uppers of textile materials, n.e.s. in chapter 64"
640590,Footwear: n.e.s. in chapter 64
640610,"Footwear: parts, uppers and parts thereof, other than stiffeners"
640620,"Footwear: parts, outer soles and heels, of rubber or plastics"
640691,"Footwear: parts, of wood"
640699,Footwear: of materials n.e.s. in heading no. 6406
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims: plateaux and manchons (including slit manchons) of felt"
650200,"Hat-shapes: plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed"
650300,"Hats and other felt headgear: made from the hat bodies, hoods or plateaux of heading no. 6501, whether or not lined or trimmed"
650400,"Hats and other headgear: plaited or made by assembling strips of any material, whether or not lined or trimmed"
650510,"Hair-nets: of any material, whether or not lined or trimmed"
650590,"Hats and other headgear: knitted or crocheted, or made up from lace, felt or other textile fabrics, in the piece (but not in strips), whether or not lined or trimmed"
650610,"Headgear: safety, whether or not lined or trimmed"
650691,"Headgear: (other than safety headgear), of rubber or plastics, whether or not lined or trimmed"
650692,"Headgear: (other than safety headgear), of furskin, whether or not lined or trimmed"
650699,"Headgear: (other than safety headgear), (of materials other than rubber, plastic or furskin), whether or not lined or trimmed"
650700,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps: for headgear"
660110,Umbrellas and sun umbrellas: garden or similar umbrellas
660191,"Umbrellas and sun umbrellas: having a telescopic shaft, (excluding garden or similar umbrellas)"
660199,Umbrellas and sun umbrellas: n.e.s. in heading no. 6601 (including walking stick umbrellas)
660200,"Walking-sticks, seat-sticks, whips, riding-crops and the like"
660310,Handles and knobs: of articles of heading no. 6601 or 6602
660320,Umbrella frames: including frames mounted on shafts (sticks)
660390,"Trimmings, accessories and parts of articles of heading no. 6601 or 6602: n.e.s. in heading no. 6603"
670100,"Skins and other parts of birds with their feathers or down: feathers, parts of feathers, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes)"
670210,"Flowers, foliage and fruit, artificial, and parts thereof: articles made of artificial flowers, foliage or fruit, of plastics"
670290,"Flowers, foliage and fruit, artificial, and parts thereof: articles made of artificial flowers, foliage or fruit, of materials other than plastics"
670300,"Human hair, dressed, thinned, bleached or otherwise worked: wool or other animal hair or other textile materials, prepared for use in making wigs or the like"
670411,"Wigs: complete, of synthetic textile materials"
670419,"False beards, eyebrows and eyelashes, switches and the like: of synthetic textile materials"
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.s.: of human hair"
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.s.: of animal hair or of textile materials other than synthetic"
680100,"Stone: setts, curbstones and flagstones, of natural stone (except slate)"
680210,"Tiles, cubes and similar articles: whether or not rectangular (including square), largest surface area of which is capable of being enclosed in square, side less than 7cm, coloured granules, chippings, powder"
680221,"Marble, travertine and alabaster: simply cut or sawn, with a flat or even surface"
680222,"Stone: calcareous (excluding marble, travertine, alabaster), articles thereof, simply cut or sawn, with a flat or even surface"
680223,"Granite: articles thereof, simply cut or sawn, with a flat or even surface"
680229,"Stone: monumental or building stone, n.e.s. in item no. 6802.2, articles thereof, simply cut or sawn, with a flat or even surface"
680291,"Marble, travertine and alabaster: articles thereof, (other than simply cut or sawn, with a flat or even surface)"
680292,"Stone: calcareous (excluding marble, travertine, alabaster) articles thereof, (other than simply cut or sawn, with a flat or even surface)"
680293,"Granite: articles thereof, (other than simply cut or sawn, with a flat or even surface)"
680299,"Stone: natural (excluding marble, travertine, alabaster, other calcareous stone or granite), monumental or building stone, (other than simply cut or sawn, with a flat or even surface)"
680300,"Slate, worked: and articles of slate or of agglomerated slate"
680410,"Millstones and grindstones: for milling, grinding or pulping"
680421,"Millstones, grindstones, grinding wheels and the like: of agglomerated synthetic or natural diamond"
680422,"Millstones, grindstones, grinding wheels and the like: of other agglomerated abrasives or of ceramics"
680423,"Millstones, grindstones, grinding wheels and the like: of natural stone"
680430,"Stones: hand sharpening or polishing stones, of natural stone, agglomerated natural or artificial abrasives or ceramics, with or without parts of other materials"
680510,"Abrasive powder or grain: natural or artificial, on a base of woven textile fabric only, whether or not cut to shape or sewn or otherwise made up"
680520,"Abrasive powder or grain: natural or artificial, on a base of paper or paperboard only, whether or not cut to shape or sewn or otherwise made up"
680530,"Abrasive powder or grain: natural or artificial, on a base of materials n.e.s. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up"
680610,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls"
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)"
680690,"Minerals: mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading no. 6811 or 6812 or of chapter 69"
680710,Asphalt or similar material: articles (eg petroleum bitumen or coal tar pitch) in rolls
680790,Asphalt or similar material: articles (eg petroleum bitumen or coal tar pitch) other than in rolls
680800,"Panels, boards, tiles, blocks and the like: of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders"
680911,"Plaster, or plaster compositions: boards, sheets, panels, tiles and similar articles, faced or reinforced with paper or paperboard only, not ornamented"
680919,"Plaster, or plaster compositions: boards, sheets, panels, tiles and similar articles, (other than faced or reinforced with paper or paperboard only), not ornamented"
680990,Plaster articles or articles of compositions based on plaster: n.e.s. in heading no. 6809
681011,"Cement, concrete or artificial stone: building blocks or bricks, whether or not reinforced"
681019,"Cement, concrete or artificial stone: tiles, flagstones and similar, (excluding building blocks and bricks) whether or not reinforced"
681020,"Cement, concrete or artificial stone: pipes, whether or not reinforced"
681091,"Cement, concrete or artificial stone: prefabricated structural components for building or civil engineering, whether or not reinforced"
681099,"Cement, concrete or artificial stone: articles (other than prefabricated structural components for building or civil engineering), whether or not reinforced, n.e.s. in heading no. 6810"
681110,"Asbestos-cement, cellulose fibre-cement articles or the like: corrugated sheets"
681120,"Asbestos-cement, cellulose fibre-cement articles or the like: sheets, panels, tiles and similar articles, other than corrugated sheets"
681130,"Asbestos-cement, cellulose fibre-cement articles or the like: tubes, pipes and tube or pipe fittings"
681190,"Asbestos-cement, cellulose fibre-cement articles or the like: articles n.e.s. in heading no. 6811"
681210,"Asbestos fibres, fabricated: mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate"
681220,"Asbestos: articles thereof, yarn and thread, whether or not reinforced, (excluding goods of heading no. 6811 or 6813)"
681230,"Asbestos: cords and string, whether or not plaited, of a mixture with a basis of asbestos or asbestos and magnesium carbonate, whether or not reinforced, (excluding goods of heading no. 6811 or 6813)"
681240,"Asbestos: woven or knitted fabric, of a mixture with a basis of asbestos or asbestos and magnesium carbonate, whether or not reinforced, (excluding goods of heading no. 6811 or 6813)"
681250,"Asbestos: clothing, clothing accessories, footwear and headgear, of a mixture with a basis of asbestos or asbestos and magnesium carbonate, whether or not reinforced (excluding heading no. 6811 or 6813)"
